"filename", "language", "JSON", "JSON with Comments", "TypeScript", "HTML", "CSS", "Markdown", "comment", "blank", "total"
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedor.model.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 9
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedor.model.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 2, 34
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedores.component.css", "CSS", 0, 0, 0, 0, 77, 0, 0, 30, 107
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedores.component.html", "HTML", 0, 0, 0, 90, 0, 0, 0, 7, 97
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedores.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedores.component.ts", "TypeScript", 0, 0, 163, 0, 0, 0, 19, 32, 214
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedores.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\proveedores\proveedores.service.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 1, 9, 34
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\prueba\prueba.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\prueba\prueba.component.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\prueba\prueba.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\prueba\prueba.component.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\correo.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\correo.service.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 4, 21
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\recuperacion-contrasenia.component.css", "CSS", 0, 0, 0, 0, 330, 0, 15, 58, 403
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\recuperacion-contrasenia.component.html", "HTML", 0, 0, 0, 46, 0, 0, 3, 17, 66
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\recuperacion-contrasenia.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\recuperacion-contrasenia.component.ts", "TypeScript", 0, 0, 114, 0, 0, 0, 18, 24, 156
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\recuperacion.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\recuperacion-contrasenia\recuperacion.service.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 5, 19
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\registros\registros.component.css", "CSS", 0, 0, 0, 0, 193, 0, 4, 64, 261
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\registros\registros.component.html", "HTML", 0, 0, 0, 61, 0, 0, 1, 12, 74
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\registros\registros.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\registros\registros.component.ts", "TypeScript", 0, 0, 176, 0, 0, 0, 29, 48, 253
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\side-nav\side-nav.component.css", "CSS", 0, 0, 0, 0, 29, 0, 5, 12, 46
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\side-nav\side-nav.component.html", "HTML", 0, 0, 0, 36, 0, 0, 0, 4, 40
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\side-nav\side-nav.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 5, 23
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\side-nav\side-nav.component.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 1, 16, 56
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\usuarios\usuarios.component.css", "CSS", 0, 0, 0, 0, 72, 0, 0, 30, 102
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\usuarios\usuarios.component.html", "HTML", 0, 0, 0, 98, 0, 0, 17, 18, 133
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\usuarios\usuarios.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\AngularSRDeveloper\proyectoWeb-master\src\app\usuarios\usuarios.component.ts", "TypeScript", 0, 0, 175, 0, 0, 0, 29, 51, 255
"c:\AngularSRDeveloper\proyectoWeb-master\src\index.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\AngularSRDeveloper\proyectoWeb-master\src\main.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 4, 9
"c:\AngularSRDeveloper\proyectoWeb-master\src\styles.css", "CSS", 0, 0, 0, 0, 2, 0, 1, 2, 5
"c:\AngularSRDeveloper\proyectoWeb-master\tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 1, 1, 15
"c:\AngularSRDeveloper\proyectoWeb-master\tsconfig.json", "JSON with Comments", 0, 32, 0, 0, 0, 0, 1, 1, 34
"c:\AngularSRDeveloper\proyectoWeb-master\tsconfig.spec.json", "JSON", 13, 0, 0, 0, 0, 0, 1, 1, 15
"Total", "-", 13986, 49, 4634, 1743, 2999, 14, 644, 2481, 26550
